,HOY,DOY,Month,Day,Hour,Load
2018-04-12 10:00:00,2435,102,4,12,11,620
2018-04-12 11:00:00,2436,102,4,12,12,600
2018-04-12 12:00:00,2437,102,4,12,13,600
2018-04-12 13:00:00,2438,102,4,12,14,600
2018-04-12 14:00:00,2439,102,4,12,15,580
2018-04-12 15:00:00,2440,102,4,12,16,600
2018-04-12 16:00:00,2441,102,4,12,17,620
2018-04-12 17:00:00,2442,102,4,12,18,600
2018-04-12 18:00:00,2443,102,4,12,19,620
2018-04-12 19:00:00,2444,102,4,12,20,620
2018-04-12 20:00:00,2445,102,4,12,21,630
2018-04-12 21:00:00,2446,102,4,12,22,650
2018-04-12 22:00:00,2447,102,4,12,23,620
2018-04-12 23:00:00,2448,102,4,12,24,590
2018-04-13 00:00:00,2449,103,4,13,1,520
2018-04-13 01:00:00,2450,103,4,13,2,510
2018-04-13 02:00:00,2451,103,4,13,3,510
2018-04-13 03:00:00,2452,103,4,13,4,500
2018-04-13 04:00:00,2453,103,4,13,5,500
2018-04-13 05:00:00,2454,103,4,13,6,530
2018-04-13 06:00:00,2455,103,4,13,7,580
2018-04-13 07:00:00,2456,103,4,13,8,610
2018-04-13 08:00:00,2457,103,4,13,9,620
2018-04-13 09:00:00,2458,103,4,13,10,650
2018-04-13 10:00:00,2459,103,4,13,11,620
2018-04-13 11:00:00,2460,103,4,13,12,600
2018-04-13 12:00:00,2461,103,4,13,13,600
2018-04-13 13:00:00,2462,103,4,13,14,600
2018-04-13 14:00:00,2463,103,4,13,15,580
2018-04-13 15:00:00,2464,103,4,13,16,600
2018-04-13 16:00:00,2465,103,4,13,17,620
2018-04-13 17:00:00,2466,103,4,13,18,600
2018-04-13 18:00:00,2467,103,4,13,19,620
2018-04-13 19:00:00,2468,103,4,13,20,620
2018-04-13 20:00:00,2469,103,4,13,21,630
2018-04-13 21:00:00,2470,103,4,13,22,650
2018-04-13 22:00:00,2471,103,4,13,23,620
2018-04-13 23:00:00,2472,103,4,13,24,590
2018-04-14 00:00:00,2473,104,4,14,1,520
2018-04-14 01:00:00,2474,104,4,14,2,510
2018-04-14 02:00:00,2475,104,4,14,3,510
2018-04-14 03:00:00,2476,104,4,14,4,500
2018-04-14 04:00:00,2477,104,4,14,5,500
2018-04-14 05:00:00,2478,104,4,14,6,530
2018-04-14 06:00:00,2479,104,4,14,7,580
2018-04-14 07:00:00,2480,104,4,14,8,610
2018-04-14 08:00:00,2481,104,4,14,9,620
2018-04-14 09:00:00,2482,104,4,14,10,650
2018-04-14 10:00:00,2483,104,4,14,11,620
2018-04-14 11:00:00,2484,104,4,14,12,600
2018-04-14 12:00:00,2485,104,4,14,13,600
2018-04-14 13:00:00,2486,104,4,14,14,600
2018-04-14 14:00:00,2487,104,4,14,15,580
2018-04-14 15:00:00,2488,104,4,14,16,600
2018-04-14 16:00:00,2489,104,4,14,17,620
2018-04-14 17:00:00,2490,104,4,14,18,600
2018-04-14 18:00:00,2491,104,4,14,19,620
2018-04-14 19:00:00,2492,104,4,14,20,620
2018-04-14 20:00:00,2493,104,4,14,21,630
2018-04-14 21:00:00,2494,104,4,14,22,650
2018-04-14 22:00:00,2495,104,4,14,23,620
2018-04-14 23:00:00,2496,104,4,14,24,590
2018-04-15 00:00:00,2497,105,4,15,1,520
2018-04-15 01:00:00,2498,105,4,15,2,510
2018-04-15 02:00:00,2499,105,4,15,3,510
2018-04-15 03:00:00,2500,105,4,15,4,500
2018-04-15 04:00:00,2501,105,4,15,5,500
2018-04-15 05:00:00,2502,105,4,15,6,530
2018-04-15 06:00:00,2503,105,4,15,7,580
2018-04-15 07:00:00,2504,105,4,15,8,610
2018-04-15 08:00:00,2505,105,4,15,9,620
2018-04-15 09:00:00,2506,105,4,15,10,650
2018-04-15 10:00:00,2507,105,4,15,11,620
2018-04-15 11:00:00,2508,105,4,15,12,600
2018-04-15 12:00:00,2509,105,4,15,13,600
2018-04-15 13:00:00,2510,105,4,15,14,600
2018-04-15 14:00:00,2511,105,4,15,15,580
2018-04-15 15:00:00,2512,105,4,15,16,600
2018-04-15 16:00:00,2513,105,4,15,17,620
2018-04-15 17:00:00,2514,105,4,15,18,600
2018-04-15 18:00:00,2515,105,4,15,19,620
2018-04-15 19:00:00,2516,105,4,15,20,620
2018-04-15 20:00:00,2517,105,4,15,21,630
2018-04-15 21:00:00,2518,105,4,15,22,650
2018-04-15 22:00:00,2519,105,4,15,23,620
2018-04-15 23:00:00,2520,105,4,15,24,590
2018-04-16 00:00:00,2521,106,4,16,1,520
2018-04-16 01:00:00,2522,106,4,16,2,510
2018-04-16 02:00:00,2523,106,4,16,3,510
2018-04-16 03:00:00,2524,106,4,16,4,500
2018-04-16 04:00:00,2525,106,4,16,5,500
2018-04-16 05:00:00,2526,106,4,16,6,530
2018-04-16 06:00:00,2527,106,4,16,7,580
2018-04-16 07:00:00,2528,106,4,16,8,610
2018-04-16 08:00:00,2529,106,4,16,9,620
2018-04-16 09:00:00,2530,106,4,16,10,650
2018-04-16 10:00:00,2531,106,4,16,11,620
2018-04-16 11:00:00,2532,106,4,16,12,600
2018-04-16 12:00:00,2533,106,4,16,13,600
2018-04-16 13:00:00,2534,106,4,16,14,600
2018-04-16 14:00:00,2535,106,4,16,15,580
2018-04-16 15:00:00,2536,106,4,16,16,600
2018-04-16 16:00:00,2537,106,4,16,17,620
2018-04-16 17:00:00,2538,106,4,16,18,600
2018-04-16 18:00:00,2539,106,4,16,19,620
2018-04-16 19:00:00,2540,106,4,16,20,620
2018-04-16 20:00:00,2541,106,4,16,21,630
2018-04-16 21:00:00,2542,106,4,16,22,650
2018-04-16 22:00:00,2543,106,4,16,23,620
2018-04-16 23:00:00,2544,106,4,16,24,590
2018-04-17 00:00:00,2545,107,4,17,1,520
2018-04-17 01:00:00,2546,107,4,17,2,510
2018-04-17 02:00:00,2547,107,4,17,3,510
2018-04-17 03:00:00,2548,107,4,17,4,500
2018-04-17 04:00:00,2549,107,4,17,5,500
2018-04-17 05:00:00,2550,107,4,17,6,530
2018-04-17 06:00:00,2551,107,4,17,7,580
2018-04-17 07:00:00,2552,107,4,17,8,610
2018-04-17 08:00:00,2553,107,4,17,9,620
2018-04-17 09:00:00,2554,107,4,17,10,650
2018-04-17 10:00:00,2555,107,4,17,11,620
2018-04-17 11:00:00,2556,107,4,17,12,600
2018-04-17 12:00:00,2557,107,4,17,13,600
2018-04-17 13:00:00,2558,107,4,17,14,600
2018-04-17 14:00:00,2559,107,4,17,15,580
2018-04-17 15:00:00,2560,107,4,17,16,600
2018-04-17 16:00:00,2561,107,4,17,17,620
2018-04-17 17:00:00,2562,107,4,17,18,600
2018-04-17 18:00:00,2563,107,4,17,19,620
2018-04-17 19:00:00,2564,107,4,17,20,620
2018-04-17 20:00:00,2565,107,4,17,21,630
2018-04-17 21:00:00,2566,107,4,17,22,650
2018-04-17 22:00:00,2567,107,4,17,23,620
2018-04-17 23:00:00,2568,107,4,17,24,590
2018-04-18 00:00:00,2569,108,4,18,1,520
2018-04-18 01:00:00,2570,108,4,18,2,510
2018-04-18 02:00:00,2571,108,4,18,3,510
2018-04-18 03:00:00,2572,108,4,18,4,500
2018-04-18 04:00:00,2573,108,4,18,5,500
2018-04-18 05:00:00,2574,108,4,18,6,530
2018-04-18 06:00:00,2575,108,4,18,7,580
2018-04-18 07:00:00,2576,108,4,18,8,610
2018-04-18 08:00:00,2577,108,4,18,9,620
2018-04-18 09:00:00,2578,108,4,18,10,650
2018-04-18 10:00:00,2579,108,4,18,11,620
2018-04-18 11:00:00,2580,108,4,18,12,600
2018-04-18 12:00:00,2581,108,4,18,13,600
2018-04-18 13:00:00,2582,108,4,18,14,600
2018-04-18 14:00:00,2583,108,4,18,15,580
2018-04-18 15:00:00,2584,108,4,18,16,600
2018-04-18 16:00:00,2585,108,4,18,17,620
2018-04-18 17:00:00,2586,108,4,18,18,600
2018-04-18 18:00:00,2587,108,4,18,19,620
2018-04-18 19:00:00,2588,108,4,18,20,620
2018-04-18 20:00:00,2589,108,4,18,21,630
2018-04-18 21:00:00,2590,108,4,18,22,650
2018-04-18 22:00:00,2591,108,4,18,23,620
2018-04-18 23:00:00,2592,108,4,18,24,590
2018-04-19 00:00:00,2593,109,4,19,1,520
2018-04-19 01:00:00,2594,109,4,19,2,510
2018-04-19 02:00:00,2595,109,4,19,3,510
2018-04-19 03:00:00,2596,109,4,19,4,500
2018-04-19 04:00:00,2597,109,4,19,5,500
2018-04-19 05:00:00,2598,109,4,19,6,530
2018-04-19 06:00:00,2599,109,4,19,7,580
2018-04-19 07:00:00,2600,109,4,19,8,610
2018-04-19 08:00:00,2601,109,4,19,9,620
2018-04-19 09:00:00,2602,109,4,19,10,650
2018-04-19 10:00:00,2603,109,4,19,11,620
2018-04-19 11:00:00,2604,109,4,19,12,600
2018-04-19 12:00:00,2605,109,4,19,13,600
2018-04-19 13:00:00,2606,109,4,19,14,600
2018-04-19 14:00:00,2607,109,4,19,15,580
2018-04-19 15:00:00,2608,109,4,19,16,600
2018-04-19 16:00:00,2609,109,4,19,17,620
2018-04-19 17:00:00,2610,109,4,19,18,600
2018-04-19 18:00:00,2611,109,4,19,19,620
2018-04-19 19:00:00,2612,109,4,19,20,620
2018-04-19 20:00:00,2613,109,4,19,21,630
2018-04-19 21:00:00,2614,109,4,19,22,650
2018-04-19 22:00:00,2615,109,4,19,23,620
2018-04-19 23:00:00,2616,109,4,19,24,590
2018-04-20 00:00:00,2617,110,4,20,1,520
2018-04-20 01:00:00,2618,110,4,20,2,510
2018-04-20 02:00:00,2619,110,4,20,3,510
2018-04-20 03:00:00,2620,110,4,20,4,500
2018-04-20 04:00:00,2621,110,4,20,5,500
2018-04-20 05:00:00,2622,110,4,20,6,530
2018-04-20 06:00:00,2623,110,4,20,7,580
2018-04-20 07:00:00,2624,110,4,20,8,610
2018-04-20 08:00:00,2625,110,4,20,9,620
2018-04-20 09:00:00,2626,110,4,20,10,650
2018-04-20 10:00:00,2627,110,4,20,11,620
2018-04-20 11:00:00,2628,110,4,20,12,600
2018-04-20 12:00:00,2629,110,4,20,13,600
2018-04-20 13:00:00,2630,110,4,20,14,600
2018-04-20 14:00:00,2631,110,4,20,15,580
2018-04-20 15:00:00,2632,110,4,20,16,600
2018-04-20 16:00:00,2633,110,4,20,17,620
2018-04-20 17:00:00,2634,110,4,20,18,600
2018-04-20 18:00:00,2635,110,4,20,19,620
2018-04-20 19:00:00,2636,110,4,20,20,620
2018-04-20 20:00:00,2637,110,4,20,21,630
2018-04-20 21:00:00,2638,110,4,20,22,650
2018-04-20 22:00:00,2639,110,4,20,23,620
2018-04-20 23:00:00,2640,110,4,20,24,590
2018-04-21 00:00:00,2641,111,4,21,1,520
2018-04-21 01:00:00,2642,111,4,21,2,510
2018-04-21 02:00:00,2643,111,4,21,3,510
2018-04-21 03:00:00,2644,111,4,21,4,500
2018-04-21 04:00:00,2645,111,4,21,5,500
2018-04-21 05:00:00,2646,111,4,21,6,530
2018-04-21 06:00:00,2647,111,4,21,7,580
2018-04-21 07:00:00,2648,111,4,21,8,610
2018-04-21 08:00:00,2649,111,4,21,9,620
2018-04-21 09:00:00,2650,111,4,21,10,650
2018-04-21 10:00:00,2651,111,4,21,11,620
2018-04-21 11:00:00,2652,111,4,21,12,600
2018-04-21 12:00:00,2653,111,4,21,13,600
2018-04-21 13:00:00,2654,111,4,21,14,600
2018-04-21 14:00:00,2655,111,4,21,15,580
2018-04-21 15:00:00,2656,111,4,21,16,600
2018-04-21 16:00:00,2657,111,4,21,17,620
2018-04-21 17:00:00,2658,111,4,21,18,600
2018-04-21 18:00:00,2659,111,4,21,19,620
2018-04-21 19:00:00,2660,111,4,21,20,620
2018-04-21 20:00:00,2661,111,4,21,21,630
2018-04-21 21:00:00,2662,111,4,21,22,650
2018-04-21 22:00:00,2663,111,4,21,23,620
2018-04-21 23:00:00,2664,111,4,21,24,590
2018-04-22 00:00:00,2665,112,4,22,1,520
2018-04-22 01:00:00,2666,112,4,22,2,510
2018-04-22 02:00:00,2667,112,4,22,3,510
2018-04-22 03:00:00,2668,112,4,22,4,500
2018-04-22 04:00:00,2669,112,4,22,5,500
2018-04-22 05:00:00,2670,112,4,22,6,530
2018-04-22 06:00:00,2671,112,4,22,7,580
2018-04-22 07:00:00,2672,112,4,22,8,610
2018-04-22 08:00:00,2673,112,4,22,9,620
2018-04-22 09:00:00,2674,112,4,22,10,650
2018-04-22 10:00:00,2675,112,4,22,11,620
2018-04-22 11:00:00,2676,112,4,22,12,600
2018-04-22 12:00:00,2677,112,4,22,13,600
2018-04-22 13:00:00,2678,112,4,22,14,600
2018-04-22 14:00:00,2679,112,4,22,15,580
2018-04-22 15:00:00,2680,112,4,22,16,600
2018-04-22 16:00:00,2681,112,4,22,17,620
2018-04-22 17:00:00,2682,112,4,22,18,600
2018-04-22 18:00:00,2683,112,4,22,19,620
2018-04-22 19:00:00,2684,112,4,22,20,620
2018-04-22 20:00:00,2685,112,4,22,21,630
2018-04-22 21:00:00,2686,112,4,22,22,650
2018-04-22 22:00:00,2687,112,4,22,23,620
2018-04-22 23:00:00,2688,112,4,22,24,590
2018-04-23 00:00:00,2689,113,4,23,1,520
2018-04-23 01:00:00,2690,113,4,23,2,510
2018-04-23 02:00:00,2691,113,4,23,3,510
2018-04-23 03:00:00,2692,113,4,23,4,500
2018-04-23 04:00:00,2693,113,4,23,5,500
2018-04-23 05:00:00,2694,113,4,23,6,530
2018-04-23 06:00:00,2695,113,4,23,7,580
2018-04-23 07:00:00,2696,113,4,23,8,610
2018-04-23 08:00:00,2697,113,4,23,9,620
2018-04-23 09:00:00,2698,113,4,23,10,650
2018-04-23 10:00:00,2699,113,4,23,11,620
2018-04-23 11:00:00,2700,113,4,23,12,600
2018-04-23 12:00:00,2701,113,4,23,13,600
2018-04-23 13:00:00,2702,113,4,23,14,600
2018-04-23 14:00:00,2703,113,4,23,15,580
2018-04-23 15:00:00,2704,113,4,23,16,600
2018-04-23 16:00:00,2705,113,4,23,17,620
2018-04-23 17:00:00,2706,113,4,23,18,600
2018-04-23 18:00:00,2707,113,4,23,19,620
2018-04-23 19:00:00,2708,113,4,23,20,620
2018-04-23 20:00:00,2709,113,4,23,21,630
2018-04-23 21:00:00,2710,113,4,23,22,650
2018-04-23 22:00:00,2711,113,4,23,23,620
2018-04-23 23:00:00,2712,113,4,23,24,590
2018-04-24 00:00:00,2713,114,4,24,1,520
2018-04-24 01:00:00,2714,114,4,24,2,510
2018-04-24 02:00:00,2715,114,4,24,3,510
2018-04-24 03:00:00,2716,114,4,24,4,500
2018-04-24 04:00:00,2717,114,4,24,5,500
2018-04-24 05:00:00,2718,114,4,24,6,530
2018-04-24 06:00:00,2719,114,4,24,7,580
2018-04-24 07:00:00,2720,114,4,24,8,610
2018-04-24 08:00:00,2721,114,4,24,9,620
2018-04-24 09:00:00,2722,114,4,24,10,650
2018-04-24 10:00:00,2723,114,4,24,11,620
2018-04-24 11:00:00,2724,114,4,24,12,600
2018-04-24 12:00:00,2725,114,4,24,13,600
2018-04-24 13:00:00,2726,114,4,24,14,600
2018-04-24 14:00:00,2727,114,4,24,15,580
2018-04-24 15:00:00,2728,114,4,24,16,600
2018-04-24 16:00:00,2729,114,4,24,17,620
2018-04-24 17:00:00,2730,114,4,24,18,600
2018-04-24 18:00:00,2731,114,4,24,19,620
2018-04-24 19:00:00,2732,114,4,24,20,620
2018-04-24 20:00:00,2733,114,4,24,21,630
2018-04-24 21:00:00,2734,114,4,24,22,650
2018-04-24 22:00:00,2735,114,4,24,23,620
2018-04-24 23:00:00,2736,114,4,24,24,590
2018-04-25 00:00:00,2737,115,4,25,1,520
2018-04-25 01:00:00,2738,115,4,25,2,510
2018-04-25 02:00:00,2739,115,4,25,3,510
2018-04-25 03:00:00,2740,115,4,25,4,500
2018-04-25 04:00:00,2741,115,4,25,5,500
2018-04-25 05:00:00,2742,115,4,25,6,530
2018-04-25 06:00:00,2743,115,4,25,7,580
2018-04-25 07:00:00,2744,115,4,25,8,610
2018-04-25 08:00:00,2745,115,4,25,9,620
2018-04-25 09:00:00,2746,115,4,25,10,650
2018-04-25 10:00:00,2747,115,4,25,11,620
2018-04-25 11:00:00,2748,115,4,25,12,600
2018-04-25 12:00:00,2749,115,4,25,13,600
2018-04-25 13:00:00,2750,115,4,25,14,600
2018-04-25 14:00:00,2751,115,4,25,15,580
2018-04-25 15:00:00,2752,115,4,25,16,600
2018-04-25 16:00:00,2753,115,4,25,17,620
2018-04-25 17:00:00,2754,115,4,25,18,600
2018-04-25 18:00:00,2755,115,4,25,19,620
2018-04-25 19:00:00,2756,115,4,25,20,620
2018-04-25 20:00:00,2757,115,4,25,21,630
2018-04-25 21:00:00,2758,115,4,25,22,650
2018-04-25 22:00:00,2759,115,4,25,23,620
2018-04-25 23:00:00,2760,115,4,25,24,590
2018-04-26 00:00:00,2761,116,4,26,1,520
2018-04-26 01:00:00,2762,116,4,26,2,510
2018-04-26 02:00:00,2763,116,4,26,3,510
2018-04-26 03:00:00,2764,116,4,26,4,500
2018-04-26 04:00:00,2765,116,4,26,5,500
2018-04-26 05:00:00,2766,116,4,26,6,530
2018-04-26 06:00:00,2767,116,4,26,7,580
2018-04-26 07:00:00,2768,116,4,26,8,610
2018-04-26 08:00:00,2769,116,4,26,9,620
2018-04-26 09:00:00,2770,116,4,26,10,650
2018-04-26 10:00:00,2771,116,4,26,11,620
2018-04-26 11:00:00,2772,116,4,26,12,600
2018-04-26 12:00:00,2773,116,4,26,13,600
2018-04-26 13:00:00,2774,116,4,26,14,600
2018-04-26 14:00:00,2775,116,4,26,15,580
2018-04-26 15:00:00,2776,116,4,26,16,600
2018-04-26 16:00:00,2777,116,4,26,17,620
2018-04-26 17:00:00,2778,116,4,26,18,600
2018-04-26 18:00:00,2779,116,4,26,19,620
2018-04-26 19:00:00,2780,116,4,26,20,620
2018-04-26 20:00:00,2781,116,4,26,21,630
2018-04-26 21:00:00,2782,116,4,26,22,650
2018-04-26 22:00:00,2783,116,4,26,23,620
2018-04-26 23:00:00,2784,116,4,26,24,590
2018-04-27 00:00:00,2785,117,4,27,1,520
2018-04-27 01:00:00,2786,117,4,27,2,510
2018-04-27 02:00:00,2787,117,4,27,3,510
2018-04-27 03:00:00,2788,117,4,27,4,500
2018-04-27 04:00:00,2789,117,4,27,5,500
2018-04-27 05:00:00,2790,117,4,27,6,530
2018-04-27 06:00:00,2791,117,4,27,7,580
2018-04-27 07:00:00,2792,117,4,27,8,610
2018-04-27 08:00:00,2793,117,4,27,9,620
2018-04-27 09:00:00,2794,117,4,27,10,650
2018-04-27 10:00:00,2795,117,4,27,11,620
2018-04-27 11:00:00,2796,117,4,27,12,600
2018-04-27 12:00:00,2797,117,4,27,13,600
2018-04-27 13:00:00,2798,117,4,27,14,600
2018-04-27 14:00:00,2799,117,4,27,15,580
2018-04-27 15:00:00,2800,117,4,27,16,600
2018-04-27 16:00:00,2801,117,4,27,17,620
2018-04-27 17:00:00,2802,117,4,27,18,600
2018-04-27 18:00:00,2803,117,4,27,19,620
2018-04-27 19:00:00,2804,117,4,27,20,620
2018-04-27 20:00:00,2805,117,4,27,21,630
2018-04-27 21:00:00,2806,117,4,27,22,650
2018-04-27 22:00:00,2807,117,4,27,23,620
2018-04-27 23:00:00,2808,117,4,27,24,590
2018-04-28 00:00:00,2809,118,4,28,1,520
2018-04-28 01:00:00,2810,118,4,28,2,510
2018-04-28 02:00:00,2811,118,4,28,3,510
2018-04-28 03:00:00,2812,118,4,28,4,500
2018-04-28 04:00:00,2813,118,4,28,5,500
2018-04-28 05:00:00,2814,118,4,28,6,530
2018-04-28 06:00:00,2815,118,4,28,7,580
2018-04-28 07:00:00,2816,118,4,28,8,610
2018-04-28 08:00:00,2817,118,4,28,9,620
2018-04-28 09:00:00,2818,118,4,28,10,650
2018-04-28 10:00:00,2819,118,4,28,11,620
2018-04-28 11:00:00,2820,118,4,28,12,600
2018-04-28 12:00:00,2821,118,4,28,13,600
2018-04-28 13:00:00,2822,118,4,28,14,600
2018-04-28 14:00:00,2823,118,4,28,15,580
2018-04-28 15:00:00,2824,118,4,28,16,600
2018-04-28 16:00:00,2825,118,4,28,17,620
2018-04-28 17:00:00,2826,118,4,28,18,600
2018-04-28 18:00:00,2827,118,4,28,19,620
2018-04-28 19:00:00,2828,118,4,28,20,620
2018-04-28 20:00:00,2829,118,4,28,21,630
2018-04-28 21:00:00,2830,118,4,28,22,650
2018-04-28 22:00:00,2831,118,4,28,23,620
2018-04-28 23:00:00,2832,118,4,28,24,590
2018-04-29 00:00:00,2833,119,4,29,1,520
2018-04-29 01:00:00,2834,119,4,29,2,510
2018-04-29 02:00:00,2835,119,4,29,3,510
2018-04-29 03:00:00,2836,119,4,29,4,500
2018-04-29 04:00:00,2837,119,4,29,5,500
2018-04-29 05:00:00,2838,119,4,29,6,530
2018-04-29 06:00:00,2839,119,4,29,7,580
2018-04-29 07:00:00,2840,119,4,29,8,610
2018-04-29 08:00:00,2841,119,4,29,9,620
2018-04-29 09:00:00,2842,119,4,29,10,650
2018-04-29 10:00:00,2843,119,4,29,11,620
2018-04-29 11:00:00,2844,119,4,29,12,600
2018-04-29 12:00:00,2845,119,4,29,13,600
2018-04-29 13:00:00,2846,119,4,29,14,600
2018-04-29 14:00:00,2847,119,4,29,15,580
2018-04-29 15:00:00,2848,119,4,29,16,600
2018-04-29 16:00:00,2849,119,4,29,17,620
2018-04-29 17:00:00,2850,119,4,29,18,600
2018-04-29 18:00:00,2851,119,4,29,19,620
2018-04-29 19:00:00,2852,119,4,29,20,620
2018-04-29 20:00:00,2853,119,4,29,21,630
2018-04-29 21:00:00,2854,119,4,29,22,650
2018-04-29 22:00:00,2855,119,4,29,23,620
2018-04-29 23:00:00,2856,119,4,29,24,590
2018-04-30 00:00:00,2857,120,4,30,1,520
2018-04-30 01:00:00,2858,120,4,30,2,510
2018-04-30 02:00:00,2859,120,4,30,3,510
2018-04-30 03:00:00,2860,120,4,30,4,500
2018-04-30 04:00:00,2861,120,4,30,5,500
2018-04-30 05:00:00,2862,120,4,30,6,530
2018-04-30 06:00:00,2863,120,4,30,7,580
2018-04-30 07:00:00,2864,120,4,30,8,610
2018-04-30 08:00:00,2865,120,4,30,9,620
2018-04-30 09:00:00,2866,120,4,30,10,650
2018-04-30 10:00:00,2867,120,4,30,11,620
2018-04-30 11:00:00,2868,120,4,30,12,600
2018-04-30 12:00:00,2869,120,4,30,13,600
2018-04-30 13:00:00,2870,120,4,30,14,600
2018-04-30 14:00:00,2871,120,4,30,15,580
2018-04-30 15:00:00,2872,120,4,30,16,600
2018-04-30 16:00:00,2873,120,4,30,17,620
2018-04-30 17:00:00,2874,120,4,30,18,600
2018-04-30 18:00:00,2875,120,4,30,19,620
2018-04-30 19:00:00,2876,120,4,30,20,620
2018-04-30 20:00:00,2877,120,4,30,21,630
2018-04-30 21:00:00,2878,120,4,30,22,650
2018-04-30 22:00:00,2879,120,4,30,23,620
2018-04-30 23:00:00,2880,120,4,30,24,590
2018-05-01 00:00:00,2881,121,5,1,1,390
2018-05-01 01:00:00,2882,121,5,1,2,380
2018-05-01 02:00:00,2883,121,5,1,3,380
2018-05-01 03:00:00,2884,121,5,1,4,370
2018-05-01 04:00:00,2885,121,5,1,5,370
2018-05-01 05:00:00,2886,121,5,1,6,370
2018-05-01 06:00:00,2887,121,5,1,7,390
2018-05-01 07:00:00,2888,121,5,1,8,430
2018-05-01 08:00:00,2889,121,5,1,9,460
2018-05-01 09:00:00,2890,121,5,1,10,460
2018-05-01 10:00:00,2891,121,5,1,11,450
2018-05-01 11:00:00,2892,121,5,1,12,480
2018-05-01 12:00:00,2893,121,5,1,13,470
2018-05-01 13:00:00,2894,121,5,1,14,480
2018-05-01 14:00:00,2895,121,5,1,15,470
2018-05-01 15:00:00,2896,121,5,1,16,510
2018-05-01 16:00:00,2897,121,5,1,17,490
2018-05-01 17:00:00,2898,121,5,1,18,470
2018-05-01 18:00:00,2899,121,5,1,19,480
2018-05-01 19:00:00,2900,121,5,1,20,500
2018-05-01 20:00:00,2901,121,5,1,21,480
2018-05-01 21:00:00,2902,121,5,1,22,470
2018-05-01 22:00:00,2903,121,5,1,23,460
2018-05-01 23:00:00,2904,121,5,1,24,410
2018-05-02 00:00:00,2905,122,5,2,1,390
2018-05-02 01:00:00,2906,122,5,2,2,380
2018-05-02 02:00:00,2907,122,5,2,3,380
2018-05-02 03:00:00,2908,122,5,2,4,370
2018-05-02 04:00:00,2909,122,5,2,5,370
2018-05-02 05:00:00,2910,122,5,2,6,370
2018-05-02 06:00:00,2911,122,5,2,7,390
2018-05-02 07:00:00,2912,122,5,2,8,430
2018-05-02 08:00:00,2913,122,5,2,9,460
2018-05-02 09:00:00,2914,122,5,2,10,460
2018-05-02 10:00:00,2915,122,5,2,11,450
2018-05-02 11:00:00,2916,122,5,2,12,480
2018-05-02 12:00:00,2917,122,5,2,13,470
2018-05-02 13:00:00,2918,122,5,2,14,480
2018-05-02 14:00:00,2919,122,5,2,15,470
2018-05-02 15:00:00,2920,122,5,2,16,510
2018-05-02 16:00:00,2921,122,5,2,17,490
2018-05-02 17:00:00,2922,122,5,2,18,470
2018-05-02 18:00:00,2923,122,5,2,19,480
2018-05-02 19:00:00,2924,122,5,2,20,500
2018-05-02 20:00:00,2925,122,5,2,21,480
2018-05-02 21:00:00,2926,122,5,2,22,470
2018-05-02 22:00:00,2927,122,5,2,23,460
2018-05-02 23:00:00,2928,122,5,2,24,410
2018-05-03 00:00:00,2929,123,5,3,1,390
2018-05-03 01:00:00,2930,123,5,3,2,380
2018-05-03 02:00:00,2931,123,5,3,3,380
2018-05-03 03:00:00,2932,123,5,3,4,370
2018-05-03 04:00:00,2933,123,5,3,5,370
2018-05-03 05:00:00,2934,123,5,3,6,370
2018-05-03 06:00:00,2935,123,5,3,7,390
2018-05-03 07:00:00,2936,123,5,3,8,430
2018-05-03 08:00:00,2937,123,5,3,9,460
2018-05-03 09:00:00,2938,123,5,3,10,460
2018-05-03 10:00:00,2939,123,5,3,11,450
2018-05-03 11:00:00,2940,123,5,3,12,480
2018-05-03 12:00:00,2941,123,5,3,13,470
2018-05-03 13:00:00,2942,123,5,3,14,480
2018-05-03 14:00:00,2943,123,5,3,15,470
2018-05-03 15:00:00,2944,123,5,3,16,510
2018-05-03 16:00:00,2945,123,5,3,17,490
2018-05-03 17:00:00,2946,123,5,3,18,470
2018-05-03 18:00:00,2947,123,5,3,19,480
2018-05-03 19:00:00,2948,123,5,3,20,500
2018-05-03 20:00:00,2949,123,5,3,21,480
2018-05-03 21:00:00,2950,123,5,3,22,470
2018-05-03 22:00:00,2951,123,5,3,23,460
2018-05-03 23:00:00,2952,123,5,3,24,410
2018-05-04 00:00:00,2953,124,5,4,1,390
2018-05-04 01:00:00,2954,124,5,4,2,380
2018-05-04 02:00:00,2955,124,5,4,3,380
2018-05-04 03:00:00,2956,124,5,4,4,370
2018-05-04 04:00:00,2957,124,5,4,5,370
2018-05-04 05:00:00,2958,124,5,4,6,370
2018-05-04 06:00:00,2959,124,5,4,7,390
2018-05-04 07:00:00,2960,124,5,4,8,430
2018-05-04 08:00:00,2961,124,5,4,9,460
2018-05-04 09:00:00,2962,124,5,4,10,460
2018-05-04 10:00:00,2963,124,5,4,11,450
2018-05-04 11:00:00,2964,124,5,4,12,480
2018-05-04 12:00:00,2965,124,5,4,13,470
2018-05-04 13:00:00,2966,124,5,4,14,480
2018-05-04 14:00:00,2967,124,5,4,15,470
2018-05-04 15:00:00,2968,124,5,4,16,510
2018-05-04 16:00:00,2969,124,5,4,17,490
2018-05-04 17:00:00,2970,124,5,4,18,470
2018-05-04 18:00:00,2971,124,5,4,19,480
