Latitude (decimal degrees): 67.554
Longitude (decimal degrees): 133.390
Elevation (m): 141.0
month,year
1,2019
2,2005
3,2016
4,2008
5,2017
6,2010
7,2010
8,2009
9,2008
10,2013
11,2013
12,2017
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20131111:0600,-26.53,70.75,0.0,-0.0,0.0,208.8,0.48,46.0,99175.0
20131111:0700,-26.92,71.35,0.0,-0.0,0.0,207.85,0.62,68.0,99077.0
20131111:0800,-26.64,71.45,0.0,-0.0,0.0,212.3,0.41,61.0,99028.0
20131111:0900,-26.35,72.05,0.0,-0.0,0.0,211.9,0.34,16.0,98949.0
20131111:1000,-26.08,73.3,0.0,-0.0,0.0,210.35,0.41,353.0,98989.0
20131111:1100,-25.93,75.05,0.0,-0.0,0.0,209.8,0.41,359.0,98910.0
20131111:1200,-25.8,75.2,0.0,-0.0,0.0,208.6,0.48,19.0,98831.0
20131111:1300,-25.51,74.0,0.0,-0.0,0.0,209.6,0.34,13.0,98753.0
20131111:1400,-25.16,73.15,0.0,-0.0,0.0,210.15,0.34,334.0,98743.0
20131111:1500,-25.11,74.55,0.0,-0.0,0.0,208.45,0.41,308.0,98703.0
20131111:1600,-25.14,75.65,0.0,-0.0,0.0,205.55,0.55,300.0,98664.0
20131111:1700,-25.17,76.15,0.0,-0.0,0.0,204.75,0.62,292.0,98644.0
20131111:1800,-25.16,76.55,0.0,-0.0,0.0,205.75,0.69,282.0,98615.0
20131111:1900,-26.1,76.9,0.0,-0.0,0.0,195.3,0.97,266.0,98605.0
20131111:2000,-26.54,76.85,0.0,-0.0,0.0,195.1,0.9,258.0,98595.0
20131111:2100,-26.28,76.45,0.0,-0.0,0.0,203.05,0.76,251.0,98615.0
20131111:2200,-26.43,76.75,0.0,-0.0,0.0,198.6,0.83,244.0,98654.0
20131111:2300,-26.48,76.75,0.0,-0.0,0.0,196.65,0.83,240.0,98703.0
20131112:0000,-26.26,76.6,0.0,-0.0,0.0,200.35,0.83,238.0,98694.0
20131112:0100,-26.06,76.3,6.1,0.0,6.1,196.15,0.83,237.0,98723.0
20131112:0200,-25.75,76.05,27.15,7.14,26.65,190.7,0.83,232.0,98733.0
20131112:0300,-25.35,75.7,39.25,21.62,37.55,192.4,0.83,231.0,98723.0
20131112:0400,-25.05,76.15,37.25,32.77,35.2,192.6,0.9,232.0,98762.0
20131112:0500,-25.02,76.85,20.55,0.0,20.55,192.8,1.03,232.0,98753.0
20131112:0600,-25.18,76.8,0.0,-0.0,0.0,196.65,1.03,230.0,98812.0
20131112:0700,-26.04,76.3,0.0,-0.0,0.0,190.5,1.17,223.0,98831.0
20131112:0800,-26.3,76.45,0.0,-0.0,0.0,197.25,1.03,224.0,98900.0
20131112:0900,-26.32,76.6,0.0,-0.0,0.0,196.1,0.97,222.0,98930.0
20131112:1000,-26.12,76.8,0.0,-0.0,0.0,200.9,0.83,216.0,99067.0
20131112:1100,-26.13,77.05,0.0,-0.0,0.0,196.85,0.9,214.0,99107.0
20131112:1200,-25.94,77.2,0.0,-0.0,0.0,200.35,0.83,209.0,99116.0
20131112:1300,-25.65,77.0,0.0,-0.0,0.0,202.25,0.83,207.0,99126.0
20131112:1400,-25.39,77.1,0.0,-0.0,0.0,204.0,0.83,204.0,99166.0
20131112:1500,-25.22,77.3,0.0,-0.0,0.0,203.2,0.83,202.0,99166.0
20131112:1600,-24.82,77.25,0.0,-0.0,0.0,208.05,0.76,196.0,99195.0
20131112:1700,-24.76,78.0,0.0,-0.0,0.0,205.9,0.76,189.0,99234.0
20131112:1800,-24.53,78.0,0.0,-0.0,0.0,206.7,0.76,186.0,99274.0
20131112:1900,-25.28,78.5,0.0,-0.0,0.0,199.55,0.97,175.0,99303.0
20131112:2000,-25.52,78.45,0.0,-0.0,0.0,198.2,0.97,170.0,99352.0
20131112:2100,-25.62,78.5,0.0,-0.0,0.0,198.4,0.97,169.0,99372.0
20131112:2200,-25.64,78.6,0.0,-0.0,0.0,196.45,1.03,171.0,99470.0
20131112:2300,-26.47,78.35,0.0,-0.0,0.0,177.6,1.17,166.0,99549.0
20131113:0000,-26.73,78.5,0.0,-0.0,0.0,174.9,1.1,159.0,99559.0
20131113:0100,-27.47,77.95,4.6,0.0,4.6,168.15,1.1,155.0,99628.0
20131113:0200,-27.02,77.5,29.7,105.6,22.8,159.65,0.97,150.0,99638.0
20131113:0300,-26.88,77.35,44.0,141.11,33.55,158.3,0.9,149.0,99638.0
20131113:0400,-27.01,77.3,41.6,184.27,30.9,154.25,0.97,150.0,99687.0
20131113:0500,-27.56,77.45,15.5,0.0,15.5,166.8,0.97,150.0,99706.0
20131113:0600,-28.12,77.05,0.0,-0.0,0.0,154.05,1.03,150.0,99746.0
20131113:0700,-27.87,77.2,0.0,-0.0,0.0,159.65,1.03,152.0,99805.0
20131113:0800,-28.93,76.8,0.0,-0.0,0.0,157.15,1.1,158.0,99834.0
20131113:0900,-29.94,76.35,0.0,-0.0,0.0,154.8,1.1,159.0,99864.0
20131113:1000,-30.48,75.75,0.0,-0.0,0.0,156.75,1.03,158.0,100031.0
20131113:1100,-31.02,75.3,0.0,-0.0,0.0,148.65,1.03,157.0,100002.0
20131113:1200,-32.77,74.05,0.0,-0.0,0.0,156.75,0.97,160.0,100080.0
20131113:1300,-33.17,73.9,0.0,-0.0,0.0,149.8,0.97,168.0,100080.0
20131113:1400,-33.26,73.75,0.0,-0.0,0.0,154.8,0.97,174.0,100090.0
20131113:1500,-32.84,73.85,0.0,-0.0,0.0,147.3,0.97,175.0,100110.0
20131113:1600,-32.28,73.55,0.0,-0.0,0.0,151.75,0.9,171.0,100179.0
20131113:1700,-33.65,72.95,0.0,-0.0,0.0,158.7,0.83,169.0,100218.0
20131113:1800,-33.28,73.1,0.0,-0.0,0.0,156.0,0.76,168.0,100247.0
20131113:1900,-32.43,73.7,0.0,-0.0,0.0,148.05,0.9,154.0,100267.0
20131113:2000,-32.37,73.45,0.0,-0.0,0.0,159.85,0.83,153.0,100287.0
20131113:2100,-32.66,73.25,0.0,-0.0,0.0,147.5,0.69,154.0,100336.0
20131113:2200,-32.95,72.95,0.0,-0.0,0.0,145.35,0.62,154.0,100444.0
20131113:2300,-33.27,72.8,0.0,-0.0,0.0,145.95,0.69,160.0,100493.0
20131114:0000,-33.63,72.6,0.0,-0.0,0.0,140.55,0.76,165.0,100552.0
20131114:0100,-33.71,72.45,3.2,0.0,3.2,147.55,0.76,169.0,100572.0
20131114:0200,-33.69,72.45,27.7,153.85,18.35,142.85,0.69,175.0,100621.0
20131114:0300,-33.22,72.3,46.4,314.86,24.5,138.05,0.55,176.0,100660.0
20131114:0400,-33.01,72.25,42.8,352.16,23.9,136.9,0.55,172.0,100680.0
20131114:0500,-33.01,71.9,13.2,0.0,13.2,135.55,0.55,167.0,100710.0
20131114:0600,-33.32,71.65,0.0,-0.0,0.0,135.35,0.62,163.0,100749.0
20131114:0700,-33.21,70.5,0.0,-0.0,0.0,133.6,0.83,154.0,100798.0
20131114:0800,-33.81,71.3,0.0,-0.0,0.0,134.75,0.83,154.0,100867.0
20131114:0900,-34.37,71.6,0.0,-0.0,0.0,135.35,0.76,163.0,100916.0
20131114:1000,-34.79,71.5,0.0,-0.0,0.0,133.8,0.76,169.0,101044.0
20131114:1100,-35.13,71.3,0.0,-0.0,0.0,134.95,0.76,172.0,101073.0
20131114:1200,-35.38,71.1,0.0,-0.0,0.0,134.2,0.76,176.0,101123.0
20131114:1300,-35.55,70.95,0.0,-0.0,0.0,135.9,0.76,177.0,101142.0
20131114:1400,-35.56,70.2,0.0,-0.0,0.0,133.6,0.76,178.0,101201.0
20131114:1500,-35.56,69.1,0.0,-0.0,0.0,135.75,0.76,179.0,101231.0
20131114:1600,-35.61,68.6,0.0,-0.0,0.0,134.55,0.69,182.0,101280.0
20131114:1700,-35.65,68.15,0.0,-0.0,0.0,134.55,0.69,189.0,101300.0
20131114:1800,-35.62,67.55,0.0,-0.0,0.0,135.55,0.69,195.0,101329.0
20131114:1900,-34.57,70.4,0.0,-0.0,0.0,134.4,1.03,184.0,101349.0
20131114:2000,-35.61,72.1,0.0,-0.0,0.0,135.55,1.1,180.0,101388.0
20131114:2100,-36.36,72.15,0.0,-0.0,0.0,135.75,1.1,183.0,101418.0
20131114:2200,-36.47,71.7,0.0,-0.0,0.0,136.1,1.03,189.0,101575.0
20131114:2300,-36.55,71.75,0.0,-0.0,0.0,136.3,1.03,197.0,101614.0
20131115:0000,-35.97,71.05,0.0,-0.0,0.0,134.95,0.9,203.0,101654.0
20131115:0100,-36.05,71.35,2.1,0.0,2.1,136.55,0.9,207.0,101654.0
20131115:0200,-35.95,71.7,26.25,196.27,15.2,136.1,0.9,208.0,101703.0
20131115:0300,-35.71,71.1,43.55,330.78,22.0,135.35,1.03,206.0,101713.0
20131115:0400,-35.3,70.6,40.35,397.02,20.75,135.75,1.1,205.0,101713.0
20131115:0500,-34.79,70.15,11.2,0.0,11.2,135.15,1.03,203.0,101732.0
20131115:0600,-34.51,70.2,0.0,-0.0,0.0,136.5,1.03,198.0,101762.0
20131115:0700,-33.74,75.2,0.0,-0.0,0.0,147.3,1.24,190.0,101772.0
20131115:0800,-34.23,74.8,0.0,-0.0,0.0,147.9,1.31,188.0,101831.0
20131115:0900,-34.37,74.45,0.0,-0.0,0.0,146.7,1.24,190.0,101850.0
20131115:1000,-34.46,74.4,0.0,-0.0,0.0,144.6,1.24,190.0,102008.0
20131115:1100,-34.46,74.35,0.0,-0.0,0.0,144.6,1.24,189.0,102057.0
20131115:1200,-34.48,74.35,0.0,-0.0,0.0,145.35,1.24,190.0,102037.0
20131115:1300,-34.21,74.2,0.0,-0.0,0.0,149.4,1.17,191.0,102017.0
20131115:1400,-34.01,74.1,0.0,-0.0,0.0,147.3,1.1,193.0,102017.0
20131115:1500,-33.56,73.7,0.0,-0.0,0.0,150.95,1.03,190.0,102017.0
20131115:1600,-33.25,73.2,0.0,-0.0,0.0,149.25,0.97,184.0,102047.0
20131115:1700,-33.28,73.0,0.0,-0.0,0.0,142.3,0.97,178.0,102057.0
20131115:1800,-33.35,72.7,0.0,-0.0,0.0,144.6,0.97,177.0,102047.0
20131115:1900,-32.55,74.0,0.0,-0.0,0.0,149.05,1.03,174.0,102037.0
20131115:2000,-33.99,73.45,0.0,-0.0,0.0,149.6,0.97,169.0,102037.0
20131115:2100,-35.07,72.8,0.0,-0.0,0.0,149.25,0.97,178.0,102027.0
20131115:2200,-35.11,72.7,0.0,-0.0,0.0,148.65,0.97,191.0,102126.0
20131115:2300,-35.3,72.7,0.0,-0.0,0.0,145.95,0.97,198.0,102155.0
20131116:0000,-35.66,72.35,0.0,-0.0,0.0,151.15,0.97,200.0,102126.0
20131116:0100,-36.27,71.5,1.4,0.0,1.4,160.25,0.76,204.0,102135.0
20131116:0200,-35.55,71.9,20.7,83.79,16.35,149.6,0.69,211.0,102126.0
20131116:0300,-34.59,72.3,35.05,149.58,25.95,147.9,0.69,216.0,102067.0
20131116:0400,-34.15,72.55,32.35,180.44,24.2,153.1,0.62,211.0,102057.0
20131116:0500,-33.97,72.55,11.65,0.0,11.65,148.45,0.76,199.0,101998.0
20131116:0600,-33.63,71.7,0.0,-0.0,0.0,146.55,0.83,196.0,102008.0
20131116:0700,-33.47,73.9,0.0,-0.0,0.0,155.0,1.03,185.0,101968.0
20131116:0800,-34.92,72.6,0.0,-0.0,0.0,164.65,1.03,194.0,101978.0
20131116:0900,-34.61,72.9,0.0,-0.0,0.0,161.75,1.1,200.0,101958.0
20131116:1000,-34.38,72.55,0.0,-0.0,0.0,176.05,0.9,204.0,102076.0
20131116:1100,-34.02,73.0,0.0,-0.0,0.0,160.8,1.03,208.0,102047.0
20131116:1200,-34.1,73.25,0.0,-0.0,0.0,150.6,1.17,209.0,101998.0
20131116:1300,-33.87,73.7,0.0,-0.0,0.0,153.85,1.17,202.0,101998.0
20131116:1400,-33.68,73.75,0.0,-0.0,0.0,155.4,1.17,192.0,101939.0
20131116:1500,-33.28,73.35,0.0,-0.0,0.0,162.75,1.17,186.0,101899.0
20131116:1600,-32.93,73.2,0.0,-0.0,0.0,160.4,1.17,190.0,101909.0
20131116:1700,-32.56,73.0,0.0,-0.0,0.0,158.3,1.1,195.0,101890.0
20131116:1800,-32.19,72.65,0.0,-0.0,0.0,158.7,1.1,193.0,101860.0
20131116:1900,-32.85,75.75,0.0,-0.0,0.0,147.1,1.45,177.0,101840.0
20131116:2000,-33.22,75.4,0.0,-0.0,0.0,146.55,1.38,179.0,101860.0
20131116:2100,-33.35,75.3,0.0,-0.0,0.0,146.55,1.31,181.0,101860.0
20131116:2200,-33.29,75.35,0.0,-0.0,0.0,144.4,1.31,184.0,101929.0
20131116:2300,-33.32,75.55,0.0,-0.0,0.0,145.2,1.31,189.0,101949.0
20131117:0000,-33.41,75.6,0.0,-0.0,0.0,143.05,1.31,190.0,101949.0
20131117:0100,-33.33,75.55,0.9,0.0,0.9,143.3,1.31,189.0,101968.0
20131117:0200,-33.15,75.75,19.6,158.55,12.05,144.8,1.31,191.0,101958.0
20131117:0300,-32.84,75.8,34.55,255.19,20.1,146.35,1.38,192.0,101929.0
20131117:0400,-32.41,76.05,32.3,337.23,18.45,145.55,1.38,192.0,101890.0
20131117:0500,-32.15,76.4,8.5,0.0,8.5,148.05,1.45,194.0,101870.0
20131117:0600,-32.02,77.1,0.0,-0.0,0.0,148.05,1.52,193.0,101860.0
20131117:0700,-32.18,77.65,0.0,-0.0,0.0,145.95,1.66,183.0,101840.0
20131117:0800,-32.0,78.2,0.0,-0.0,0.0,145.95,1.66,185.0,101811.0
20131117:0900,-31.58,78.8,0.0,-0.0,0.0,152.7,1.66,185.0,101762.0
20131117:1000,-31.04,79.7,0.0,-0.0,0.0,147.3,1.72,179.0,101781.0
20131117:1100,-30.7,80.65,0.0,-0.0,0.0,145.0,1.72,176.0,101673.0
20131117:1200,-30.36,81.2,0.0,-0.0,0.0,150.6,1.79,177.0,101604.0
20131117:1300,-30.27,82.05,0.0,-0.0,0.0,151.35,1.93,179.0,101575.0
20131117:1400,-30.11,83.05,0.0,-0.0,0.0,146.55,2.07,177.0,101516.0
20131117:1500,-29.87,83.85,0.0,-0.0,0.0,148.05,2.21,178.0,101496.0
20131117:1600,-29.69,84.4,0.0,-0.0,0.0,148.05,2.28,179.0,101457.0
20131117:1700,-29.56,84.55,0.0,-0.0,0.0,147.9,2.41,180.0,101437.0
20131117:1800,-29.35,84.6,0.0,-0.0,0.0,149.4,2.48,180.0,101368.0
20131117:1900,-28.83,83.4,0.0,-0.0,0.0,148.25,2.48,179.0,101339.0
20131117:2000,-28.64,83.3,0.0,-0.0,0.0,151.35,2.41,180.0,101300.0
20131117:2100,-28.45,83.05,0.0,-0.0,0.0,150.4,2.41,179.0,101260.0
20131117:2200,-28.18,82.8,0.0,-0.0,0.0,152.5,2.41,179.0,101231.0
20131117:2300,-27.88,82.55,0.0,-0.0,0.0,154.05,2.48,180.0,101191.0
20131118:0000,-27.44,82.0,0.0,-0.0,0.0,159.85,2.48,182.0,101162.0
20131118:0100,-26.94,81.5,0.5,0.0,0.5,162.75,2.48,183.0,101152.0
20131118:0200,-25.74,79.45,15.1,74.85,11.85,175.05,2.41,183.0,101113.0
20131118:0300,-24.33,77.3,27.45,98.08,22.3,180.1,2.41,184.0,101093.0
20131118:0400,-23.09,76.05,20.75,0.0,20.75,182.4,2.41,184.0,101064.0
20131118:0500,-22.47,76.1,0.0,-0.0,0.0,179.7,2.48,183.0,101044.0
20131118:0600,-22.44,76.85,0.0,-0.0,0.0,173.9,2.48,183.0,101044.0
20131118:0700,-22.45,77.45,0.0,-0.0,0.0,168.15,2.55,185.0,101064.0
20131118:0800,-22.97,78.55,0.0,-0.0,0.0,168.3,2.48,184.0,101034.0
20131118:0900,-23.26,79.15,0.0,-0.0,0.0,174.9,2.34,184.0,101034.0
20131118:1000,-23.42,79.6,0.0,-0.0,0.0,177.6,2.28,182.0,100995.0
20131118:1100,-23.5,79.55,0.0,-0.0,0.0,179.7,2.21,179.0,100946.0
20131118:1200,-23.7,80.0,0.0,-0.0,0.0,172.35,2.14,178.0,100965.0
20131118:1300,-23.77,80.35,0.0,-0.0,0.0,173.15,2.14,177.0,100946.0
20131118:1400,-23.94,80.9,0.0,-0.0,0.0,172.2,2.07,176.0,100916.0
20131118:1500,-23.99,81.25,0.0,-0.0,0.0,172.75,2.07,176.0,100926.0
20131118:1600,-24.16,81.85,0.0,-0.0,0.0,168.7,2.0,177.0,100926.0
20131118:1700,-24.17,82.25,0.0,-0.0,0.0,170.45,1.93,176.0,100887.0
20131118:1800,-24.0,82.3,0.0,-0.0,0.0,172.95,1.79,173.0,100857.0
20131118:1900,-24.0,81.95,0.0,-0.0,0.0,177.2,1.93,167.0,100847.0
20131118:2000,-23.55,81.5,0.0,-0.0,0.0,181.05,1.72,164.0,100788.0
20131118:2100,-22.93,81.25,0.0,-0.0,0.0,182.95,1.52,158.0,100769.0
20131118:2200,-22.49,81.85,0.0,-0.0,0.0,177.2,1.31,153.0,100680.0
20131118:2300,-22.06,81.75,0.0,-0.0,0.0,180.45,1.17,149.0,100660.0
20131119:0000,-22.01,81.3,0.0,-0.0,0.0,175.85,1.1,147.0,100601.0
20131119:0100,-21.93,80.5,0.2,0.0,0.2,174.35,1.03,148.0,100562.0
20131119:0200,-21.94,80.5,11.25,0.0,11.25,187.0,0.97,153.0,100464.0
20131119:0300,-21.71,80.8,18.9,8.25,18.5,210.95,0.9,147.0,100415.0
20131119:0400,-21.7,80.95,16.65,0.0,16.65,209.6,0.9,150.0,100356.0
20131119:0500,-21.25,80.0,0.0,-0.0,0.0,212.5,0.9,151.0,100297.0
20131119:0600,-20.84,79.9,0.0,-0.0,0.0,220.75,0.9,156.0,100257.0
20131119:0700,-20.02,79.55,0.0,-0.0,0.0,221.15,1.17,149.0,100188.0
20131119:0800,-19.79,79.75,0.0,-0.0,0.0,213.85,1.17,152.0,100120.0
20131119:0900,-19.36,79.75,0.0,-0.0,0.0,209.6,1.1,155.0,100051.0
20131119:1000,-19.02,80.3,0.0,-0.0,0.0,201.1,1.03,154.0,100031.0
20131119:1100,-18.65,81.5,0.0,-0.0,0.0,189.15,1.03,153.0,99943.0
20131119:1200,-18.44,83.2,0.0,-0.0,0.0,184.9,1.03,152.0,99903.0
20131119:1300,-19.25,82.95,0.0,-0.0,0.0,178.9,1.03,155.0,99834.0
20131119:1400,-19.62,82.6,0.0,-0.0,0.0,178.95,1.03,155.0,99785.0
20131119:1500,-20.11,82.15,0.0,-0.0,0.0,184.5,1.1,162.0,99746.0
20131119:1600,-20.95,82.6,0.0,-0.0,0.0,187.0,1.17,171.0,99687.0
20131119:1700,-21.61,83.05,0.0,-0.0,0.0,193.2,1.17,174.0,99657.0
20131119:1800,-22.69,82.25,0.0,-0.0,0.0,194.55,1.24,175.0,99598.0
20131119:1900,-21.52,83.45,0.0,-0.0,0.0,192.25,1.24,171.0,99569.0
20131119:2000,-21.62,83.05,0.0,-0.0,0.0,198.2,1.17,173.0,99490.0
20131119:2100,-21.56,83.0,0.0,-0.0,0.0,189.7,1.17,171.0,99461.0
20131119:2200,-20.81,82.9,0.0,-0.0,0.0,192.25,1.1,164.0,99441.0
20131119:2300,-20.16,82.15,0.0,-0.0,0.0,197.65,0.97,158.0,99362.0
20131120:0000,-20.09,82.1,0.0,-0.0,0.0,203.8,0.83,151.0,99343.0
20131120:0100,-20.4,81.8,0.0,0.0,0.0,202.7,0.76,142.0,99323.0
20131120:0200,-20.12,82.05,8.8,0.0,8.8,205.35,0.76,137.0,99264.0
20131120:0300,-19.56,82.6,18.45,8.97,18.05,208.25,0.69,133.0,99225.0
20131120:0400,-19.34,82.8,14.7,0.0,14.7,217.7,0.69,141.0,99166.0
20131120:0500,-18.65,83.25,0.0,-0.0,0.0,224.05,0.69,132.0,99107.0
20131120:0600,-18.45,82.7,0.0,-0.0,0.0,222.7,0.83,130.0,99097.0
20131120:0700,-17.32,82.6,0.0,-0.0,0.0,226.35,1.1,138.0,99028.0
20131120:0800,-16.96,82.35,0.0,-0.0,0.0,233.9,1.03,139.0,99028.0
20131120:0900,-16.64,82.35,0.0,-0.0,0.0,235.45,1.03,144.0,98979.0
20131120:1000,-16.5,82.65,0.0,-0.0,0.0,231.75,1.1,146.0,98969.0
20131120:1100,-16.45,83.35,0.0,-0.0,0.0,221.35,1.1,154.0,98910.0
20131120:1200,-16.58,83.75,0.0,-0.0,0.0,219.25,1.24,163.0,98920.0
20131120:1300,-16.71,84.3,0.0,-0.0,0.0,220.4,1.31,168.0,98890.0
20131120:1400,-17.11,85.15,0.0,-0.0,0.0,212.65,1.45,169.0,98890.0
20131120:1500,-17.67,87.15,0.0,-0.0,0.0,214.6,1.52,171.0,98880.0
20131120:1600,-17.77,87.05,0.0,-0.0,0.0,214.2,1.59,179.0,98880.0
20131120:1700,-17.74,85.85,0.0,-0.0,0.0,220.75,1.66,186.0,98880.0
20131120:1800,-17.64,85.0,0.0,-0.0,0.0,221.15,1.72,185.0,98880.0
20131120:1900,-17.7,84.9,0.0,-0.0,0.0,216.35,1.86,184.0,98880.0
20131120:2000,-18.52,85.6,0.0,-0.0,0.0,198.6,1.93,186.0,98871.0
20131120:2100,-19.43,86.55,0.0,-0.0,0.0,188.75,1.93,186.0,98880.0
20131120:2200,-19.96,86.6,0.0,-0.0,0.0,192.05,1.86,189.0,98812.0
20131120:2300,-20.68,86.6,0.0,-0.0,0.0,184.5,1.86,192.0,98841.0
20131121:0000,-21.48,86.45,0.0,-0.0,0.0,182.2,1.93,194.0,98890.0
20131121:0100,-22.02,85.85,0.0,-0.0,0.0,183.4,1.93,195.0,98880.0
20131121:0200,-22.42,85.1,7.35,0.0,7.35,178.75,1.86,196.0,98890.0
20131121:0300,-22.26,83.7,19.55,44.14,17.75,187.6,1.79,196.0,98910.0
20131121:0400,-22.32,83.15,16.3,0.0,16.3,183.55,1.79,195.0,98900.0
20131121:0500,-22.62,83.4,0.0,-0.0,0.0,181.6,1.79,193.0,98900.0
20131121:0600,-23.0,83.8,0.0,-0.0,0.0,178.95,1.79,194.0,98920.0
20131121:0700,-22.95,84.05,0.0,-0.0,0.0,178.15,2.0,190.0,98920.0
20131121:0800,-23.22,83.85,0.0,-0.0,0.0,184.7,2.0,190.0,98930.0
20131121:0900,-23.73,84.2,0.0,-0.0,0.0,174.5,2.0,191.0,98949.0
20131121:1000,-24.08,84.6,0.0,-0.0,0.0,171.8,1.93,189.0,98900.0
20131121:1100,-24.37,84.75,0.0,-0.0,0.0,168.3,1.93,187.0,98871.0
20131121:1200,-24.57,84.9,0.0,-0.0,0.0,165.45,1.86,184.0,98910.0
20131121:1300,-24.55,84.75,0.0,-0.0,0.0,167.55,1.79,183.0,98900.0
20131121:1400,-24.54,84.5,0.0,-0.0,0.0,166.95,1.66,182.0,98939.0
20131121:1500,-24.61,84.15,0.0,-0.0,0.0,163.7,1.59,181.0,98949.0
20131121:1600,-24.53,83.5,0.0,-0.0,0.0,165.05,1.52,180.0,98939.0
20131121:1700,-24.52,82.8,0.0,-0.0,0.0,170.45,1.45,178.0,98969.0
20131121:1800,-24.69,82.2,0.0,-0.0,0.0,161.2,1.38,180.0,98959.0
20131121:1900,-24.75,83.2,0.0,-0.0,0.0,161.0,1.52,177.0,98979.0
20131121:2000,-25.03,82.05,0.0,-0.0,0.0,161.75,1.38,179.0,98989.0
20131121:2100,-25.24,81.05,0.0,-0.0,0.0,159.85,1.31,179.0,98989.0
20131121:2200,-25.88,79.6,0.0,-0.0,0.0,162.9,1.24,178.0,99038.0
20131121:2300,-26.93,78.5,0.0,-0.0,0.0,167.35,1.1,184.0,99057.0
20131122:0000,-28.6,77.45,0.0,-0.0,0.0,166.2,1.1,198.0,99028.0
20131122:0100,-29.36,76.75,0.0,-0.0,0.0,165.65,1.1,213.0,99087.0
20131122:0200,-30.09,75.9,5.3,0.0,5.3,168.5,1.03,224.0,99087.0
20131122:0300,-29.89,75.75,14.35,0.0,14.35,165.25,0.97,227.0,99116.0
20131122:0400,-29.6,75.7,12.0,0.0,12.0,166.6,0.83,229.0,99126.0
20131122:0500,-29.98,75.25,0.0,-0.0,0.0,163.7,0.69,231.0,99175.0
20131122:0600,-30.05,75.05,0.0,-0.0,0.0,166.8,0.62,233.0,99175.0
20131122:0700,-31.26,74.6,0.0,-0.0,0.0,161.0,0.83,226.0,99234.0
20131122:0800,-31.62,74.35,0.0,-0.0,0.0,159.85,0.76,226.0,99244.0
20131122:0900,-32.01,74.15,0.0,-0.0,0.0,155.0,0.83,225.0,99274.0
20131122:1000,-32.04,73.85,0.0,-0.0,0.0,166.2,0.62,222.0,99323.0
20131122:1100,-31.88,73.75,0.0,-0.0,0.0,158.85,0.62,228.0,99333.0
20131122:1200,-31.9,73.7,0.0,-0.0,0.0,156.15,0.55,231.0,99352.0
20131122:1300,-32.12,73.55,0.0,-0.0,0.0,155.6,0.55,234.0,99382.0
20131122:1400,-32.78,73.2,0.0,-0.0,0.0,155.0,0.55,236.0,99402.0
20131122:1500,-33.49,72.8,0.0,-0.0,0.0,153.1,0.62,234.0,99402.0
20131122:1600,-34.49,72.25,0.0,-0.0,0.0,155.4,0.62,220.0,99421.0
20131122:1700,-34.82,72.2,0.0,-0.0,0.0,155.2,0.62,220.0,99431.0
20131122:1800,-34.99,72.2,0.0,-0.0,0.0,146.7,0.69,231.0,99431.0
20131122:1900,-33.25,73.6,0.0,-0.0,0.0,164.25,0.9,233.0,99451.0
20131122:2000,-33.41,73.15,0.0,-0.0,0.0,176.4,0.76,236.0,99461.0
20131122:2100,-33.4,73.1,0.0,-0.0,0.0,174.7,0.62,237.0,99451.0
20131122:2200,-33.02,73.3,0.0,-0.0,0.0,172.0,0.62,236.0,99559.0
20131122:2300,-32.12,73.65,0.0,-0.0,0.0,187.4,0.48,232.0,99608.0
20131123:0000,-31.5,73.85,0.0,-0.0,0.0,184.15,0.55,237.0,99559.0
20131123:0100,-30.89,73.4,0.0,-0.0,0.0,187.85,0.48,242.0,99638.0
20131123:0200,-30.27,73.1,4.2,0.0,4.2,188.55,0.41,243.0,99608.0
20131123:0300,-29.62,73.2,12.0,0.0,12.0,189.9,0.34,242.0,99598.0
20131123:0400,-29.27,74.15,11.8,0.0,11.8,186.45,0.34,246.0,99618.0
20131123:0500,-29.03,74.5,0.0,-0.0,0.0,186.45,0.41,241.0,99628.0
20131123:0600,-28.72,74.85,0.0,-0.0,0.0,191.25,0.41,231.0,99657.0
20131123:0700,-29.22,74.95,0.0,-0.0,0.0,188.55,0.62,230.0,99687.0
20131123:0800,-29.17,74.4,0.0,-0.0,0.0,191.65,0.55,231.0,99706.0
20131123:0900,-29.12,73.95,0.0,-0.0,0.0,185.5,0.55,227.0,99736.0
20131123:1000,-29.13,73.95,0.0,-0.0,0.0,183.95,0.62,227.0,99844.0
20131123:1100,-29.4,74.15,0.0,-0.0,0.0,173.55,0.62,227.0,99893.0
20131123:1200,-29.54,74.15,0.0,-0.0,0.0,163.3,0.62,218.0,99874.0
20131123:1300,-29.46,74.55,0.0,-0.0,0.0,176.6,0.55,215.0,99913.0
20131123:1400,-29.55,74.8,0.0,-0.0,0.0,177.6,0.41,206.0,99933.0
20131123:1500,-29.66,74.7,0.0,-0.0,0.0,175.05,0.41,206.0,99933.0
20131123:1600,-29.83,74.95,0.0,-0.0,0.0,170.25,0.48,209.0,99982.0
20131123:1700,-30.9,74.5,0.0,-0.0,0.0,159.45,0.62,214.0,100021.0
20131123:1800,-31.81,74.0,0.0,-0.0,0.0,165.8,0.62,220.0,100021.0
20131123:1900,-32.14,73.75,0.0,-0.0,0.0,150.95,0.69,206.0,100080.0
